Image+AF8-Name,DOMAIN,REP,xx,yy,R,G,B,Y
LiteralDataset+AF8-66,LITERAL,TEST,32,32,97,89,49,0
LiteralDataset+AF8-66,LITERAL,TEST,96,32,160,210,123,1
LiteralDataset+AF8-66,LITERAL,TEST,160,32,30,65,14,1
LiteralDataset+AF8-66,LITERAL,TEST,224,32,65,68,30,1
LiteralDataset+AF8-66,LITERAL,TEST,352,288,28,65,13,1
LiteralDataset+AF8-66,LITERAL,TEST,480,224,66,110,31,1
LiteralDataset+AF8-66,LITERAL,TEST,160,352,126,136,63,0
LiteralDataset+AF8-66,LITERAL,TEST,160,288,209,229,172,1
LiteralDataset+AF8-66,LITERAL,TEST,224,288,37,49,0,0
LiteralDataset+AF8-66,LITERAL,TEST,352,416,159,154,102,0
LiteralDataset+AF8-66,LITERAL,TEST,288,288,94,131,87,1
LiteralDataset+AF8-66,LITERAL,TEST,96,352,36,75,31,1
LiteralDataset+AF8-66,LITERAL,TEST,416,288,75,109,77,1
LiteralDataset+AF8-66,LITERAL,TEST,480,288,161,215,137,1
LiteralDataset+AF8-66,LITERAL,TEST,32,352,32,27,5,2
LiteralDataset+AF8-66,LITERAL,TEST,480,352,154,185,121,1
LiteralDataset+AF8-66,LITERAL,TEST,416,416,121,177,82,1
LiteralDataset+AF8-66,LITERAL,TEST,416,352,70,127,68,1
LiteralDataset+AF8-66,LITERAL,TEST,32,416,34,29,11,2
LiteralDataset+AF8-66,LITERAL,TEST,352,352,226,251,212,1
LiteralDataset+AF8-66,LITERAL,TEST,480,416,108,155,103,1
LiteralDataset+AF8-66,LITERAL,TEST,96,416,59,87,21,1
LiteralDataset+AF8-66,LITERAL,TEST,160,416,36,24,0,0
LiteralDataset+AF8-66,LITERAL,TEST,480,480,189,193,118,0
LiteralDataset+AF8-66,LITERAL,TEST,416,480,31,75,22,1
LiteralDataset+AF8-66,LITERAL,TEST,224,416,26,30,3,2
LiteralDataset+AF8-66,LITERAL,TEST,288,416,255,251,207,1
LiteralDataset+AF8-66,LITERAL,TEST,352,480,41,37,6,0
LiteralDataset+AF8-67,LITERAL,TEST,160,32,105,140,58,1
LiteralDataset+AF8-67,LITERAL,TEST,32,32,139,203,137,1
LiteralDataset+AF8-67,LITERAL,TEST,96,32,120,184,114,1
LiteralDataset+AF8-67,LITERAL,TEST,416,288,87,152,32,1
LiteralDataset+AF8-67,LITERAL,TEST,352,288,176,222,116,1
LiteralDataset+AF8-67,LITERAL,TEST,416,224,31,87,10,1
LiteralDataset+AF8-67,LITERAL,TEST,416,160,97,160,106,1
LiteralDataset+AF8-67,LITERAL,TEST,352,160,114,183,111,1
LiteralDataset+AF8-67,LITERAL,TEST,288,160,93,100,68,1
LiteralDataset+AF8-67,LITERAL,TEST,224,160,81,96,44,1
LiteralDataset+AF8-67,LITERAL,TEST,160,160,96,154,105,1
LiteralDataset+AF8-67,LITERAL,TEST,288,96,88,159,62,1
LiteralDataset+AF8-67,LITERAL,TEST,352,96,184,220,178,1
LiteralDataset+AF8-67,LITERAL,TEST,480,32,72,118,19,1
LiteralDataset+AF8-67,LITERAL,TEST,480,224,39,92,17,1
LiteralDataset+AF8-67,LITERAL,TEST,480,288,47,46,26,2
LiteralDataset+AF8-67,LITERAL,TEST,288,288,71,121,82,1
LiteralDataset+AF8-67,LITERAL,TEST,288,224,72,116,78,1
LiteralDataset+AF8-67,LITERAL,TEST,288,480,56,83,19,1
LiteralDataset+AF8-67,LITERAL,TEST,352,480,127,115,80,0
LiteralDataset+AF8-67,LITERAL,TEST,352,224,31,48,11,2
LiteralDataset+AF8-67,LITERAL,TEST,416,32,22,25,10,2
LiteralDataset+AF8-67,LITERAL,TEST,288,352,114,191,60,1
LiteralDataset+AF8-67,LITERAL,TEST,352,352,55,120,22,1
LiteralDataset+AF8-67,LITERAL,TEST,96,160,147,212,147,1
LiteralDataset+AF8-67,LITERAL,TEST,32,160,62,91,53,1
LiteralDataset+AF8-67,LITERAL,TEST,224,224,122,183,133,1
LiteralDataset+AF8-67,LITERAL,TEST,160,224,111,178,128,1
LiteralDataset+AF8-67,LITERAL,TEST,224,288,42,96,42,1
LiteralDataset+AF8-67,LITERAL,TEST,224,352,67,138,66,1
LiteralDataset+AF8-67,LITERAL,TEST,160,352,38,35,19,2
LiteralDataset+AF8-67,LITERAL,TEST,288,416,47,47,19,2
LiteralDataset+AF8-67,LITERAL,TEST,224,416,33,30,13,2
LiteralDataset+AF8-67,LITERAL,TEST,352,416,19,18,0,2
LiteralDataset+AF8-67,LITERAL,TEST,224,480,76,76,47,2
LiteralDataset+AF8-67,LITERAL,TEST,160,480,41,44,7,2
LiteralDataset+AF8-67,LITERAL,TEST,96,416,100,106,55,0
LiteralDataset+AF8-67,LITERAL,TEST,96,352,38,63,34,1
LiteralDataset+AF8-67,LITERAL,TEST,32,288,154,206,141,1
LiteralDataset+AF8-67,LITERAL,TEST,96,288,62,126,50,1
LiteralDataset+AF8-67,LITERAL,TEST,224,32,20,29,2,2
LiteralDataset+AF8-67,LITERAL,TEST,32,96,94,139,70,1
LiteralDataset+AF8-67,LITERAL,TEST,96,224,56,113,67,1
LiteralDataset+AF8-67,LITERAL,TEST,32,352,91,92,44,1
LiteralDataset+AF8-67,LITERAL,TEST,32,416,95,157,108,1
LiteralDataset+AF8-67,LITERAL,TEST,32,480,36,68,14,1
LiteralDataset+AF8-67,LITERAL,TEST,96,480,181,237,177,1
LiteralDataset+AF8-67,LITERAL,TEST,160,416,40,96,41,1
LiteralDataset+AF8-67,LITERAL,TEST,480,480,139,201,142,1
LiteralDataset+AF8-67,LITERAL,TEST,480,416,96,128,77,1
LiteralDataset+AF8-67,LITERAL,TEST,480,352,61,128,57,1
LiteralDataset+AF8-67,LITERAL,TEST,416,352,143,195,159,1
LiteralDataset+AF8-67,LITERAL,TEST,416,416,86,157,34,1
LiteralDataset+AF8-67,LITERAL,TEST,416,480,57,99,51,1
LiteralDataset+AF8-67,LITERAL,TEST,416,96,72,133,69,1
LiteralDataset+AF8-67,LITERAL,TEST,352,32,85,148,66,1
LiteralDataset+AF8-67,LITERAL,TEST,288,32,80,147,84,1
LiteralDataset+AF8-67,LITERAL,TEST,480,96,68,140,55,1
LiteralDataset+AF8-67,LITERAL,TEST,480,160,71,128,75,1
LiteralDataset+AF8-68,LITERAL,TEST,416,96,129,173,127,1
LiteralDataset+AF8-68,LITERAL,TEST,288,288,51,88,65,1
LiteralDataset+AF8-68,LITERAL,TEST,224,288,57,102,76,1
LiteralDataset+AF8-68,LITERAL,TEST,32,288,28,43,32,1
LiteralDataset+AF8-68,LITERAL,TEST,32,224,27,47,30,1
LiteralDataset+AF8-68,LITERAL,TEST,352,160,50,88,52,1
LiteralDataset+AF8-68,LITERAL,TEST,160,416,126,167,138,1
LiteralDataset+AF8-68,LITERAL,TEST,96,480,25,34,30,1
LiteralDataset+AF8-68,LITERAL,TEST,32,480,54,72,68,1
LiteralDataset+AF8-68,LITERAL,TEST,32,352,126,170,82,1
LiteralDataset+AF8-68,LITERAL,TEST,224,224,97,149,107,1
LiteralDataset+AF8-68,LITERAL,TEST,224,96,91,140,122,1
LiteralDataset+AF8-68,LITERAL,TEST,224,32,115,149,109,1
LiteralDataset+AF8-68,LITERAL,TEST,32,96,88,118,110,1
LiteralDataset+AF8-68,LITERAL,TEST,32,160,68,102,76,1
LiteralDataset+AF8-68,LITERAL,TEST,480,96,143,179,135,1
LiteralDataset+AF8-68,LITERAL,TEST,416,224,69,113,74,1
LiteralDataset+AF8-68,LITERAL,TEST,352,224,89,128,77,1
LiteralDataset+AF8-68,LITERAL,TEST,416,288,148,186,142,1
LiteralDataset+AF8-68,LITERAL,TEST,352,288,41,69,50,1
LiteralDataset+AF8-68,LITERAL,TEST,352,32,96,112,111,1
LiteralDataset+AF8-68,LITERAL,TEST,224,416,161,196,168,1
LiteralDataset+AF8-68,LITERAL,TEST,96,96,126,152,124,1
LiteralDataset+AF8-68,LITERAL,TEST,416,160,199,223,209,1
LiteralDataset+AF8-68,LITERAL,TEST,480,160,106,142,105,1
LiteralDataset+AF8-68,LITERAL,TEST,480,224,73,113,89,1
LiteralDataset+AF8-68,LITERAL,TEST,480,352,139,188,151,1
LiteralDataset+AF8-68,LITERAL,TEST,416,416,119,165,112,1
LiteralDataset+AF8-68,LITERAL,TEST,480,416,141,178,145,1
LiteralDataset+AF8-68,LITERAL,TEST,416,352,133,172,137,1
LiteralDataset+AF8-68,LITERAL,TEST,352,352,96,135,85,1
LiteralDataset+AF8-68,LITERAL,TEST,288,416,150,187,127,1
LiteralDataset+AF8-68,LITERAL,TEST,480,480,71,106,80,1
LiteralDataset+AF8-68,LITERAL,TEST,416,480,25,55,43,1
LiteralDataset+AF8-68,LITERAL,TEST,288,480,83,132,105,1
LiteralDataset+AF8-68,LITERAL,TEST,224,480,133,183,100,1
LiteralDataset+AF8-68,LITERAL,TEST,160,480,206,232,213,1
LiteralDataset+AF8-68,LITERAL,TEST,480,32,51,49,31,0
LiteralDataset+AF8-68,LITERAL,TEST,224,352,24,38,15,1
LiteralDataset+AF8-68,LITERAL,TEST,480,288,88,135,94,1
LiteralDataset+AF8-68,LITERAL,TEST,288,224,218,223,185,1
LiteralDataset+AF8-68,LITERAL,TEST,224,160,147,185,142,1
LiteralDataset+AF8-68,LITERAL,TEST,96,160,28,46,24,1
LiteralDataset+AF8-68,LITERAL,TEST,96,32,18,37,22,1
LiteralDataset+AF8-68,LITERAL,TEST,160,96,49,77,41,1
LiteralDataset+AF8-68,LITERAL,TEST,288,32,28,41,32,1
LiteralDataset+AF8-68,LITERAL,TEST,352,480,13,40,19,1
LiteralDataset+AF8-68,LITERAL,TEST,96,352,26,40,27,1
LiteralDataset+AF8-68,LITERAL,TEST,96,288,32,49,43,1
LiteralDataset+AF8-68,LITERAL,TEST,160,224,135,162,131,1
LiteralDataset+AF8-69,LITERAL,TEST,224,32,163,199,126,1
LiteralDataset+AF8-69,LITERAL,TEST,160,96,26,50,23,1
LiteralDataset+AF8-69,LITERAL,TEST,32,96,42,78,46,1
LiteralDataset+AF8-69,LITERAL,TEST,32,160,105,136,85,1
LiteralDataset+AF8-69,LITERAL,TEST,96,160,193,219,163,1
LiteralDataset+AF8-69,LITERAL,TEST,32,224,156,189,142,1
LiteralDataset+AF8-69,LITERAL,TEST,96,224,56,108,80,1
LiteralDataset+AF8-69,LITERAL,TEST,160,224,91,139,72,1
LiteralDataset+AF8-69,LITERAL,TEST,224,224,68,111,53,1
LiteralDataset+AF8-69,LITERAL,TEST,224,288,62,117,88,1
LiteralDataset+AF8-69,LITERAL,TEST,32,288,145,185,122,1
LiteralDataset+AF8-69,LITERAL,TEST,96,288,85,122,51,1
LiteralDataset+AF8-69,LITERAL,TEST,96,416,138,169,73,1
LiteralDataset+AF8-69,LITERAL,TEST,224,416,33,64,33,1
LiteralDataset+AF8-69,LITERAL,TEST,224,480,61,99,39,1
LiteralDataset+AF8-69,LITERAL,TEST,96,480,33,67,27,1
LiteralDataset+AF8-69,LITERAL,TEST,288,352,47,87,26,1
LiteralDataset+AF8-69,LITERAL,TEST,352,352,55,95,55,1
LiteralDataset+AF8-69,LITERAL,TEST,416,352,42,76,43,1
LiteralDataset+AF8-69,LITERAL,TEST,480,416,32,52,26,1
LiteralDataset+AF8-69,LITERAL,TEST,416,416,72,115,65,1
LiteralDataset+AF8-69,LITERAL,TEST,288,416,111,155,61,1
LiteralDataset+AF8-69,LITERAL,TEST,352,480,55,93,42,1
LiteralDataset+AF8-69,LITERAL,TEST,480,160,50,89,44,1
LiteralDataset+AF8-69,LITERAL,TEST,288,160,57,91,44,1
LiteralDataset+AF8-69,LITERAL,TEST,416,224,193,211,153,1
LiteralDataset+AF8-69,LITERAL,TEST,480,224,76,118,47,1
LiteralDataset+AF8-69,LITERAL,TEST,352,224,80,119,56,1
LiteralDataset+AF8-69,LITERAL,TEST,288,288,26,53,32,1
LiteralDataset+AF8-69,LITERAL,TEST,416,288,224,243,224,1
LiteralDataset+AF8-69,LITERAL,TEST,416,32,112,156,72,1
LiteralDataset+AF8-69,LITERAL,TEST,480,96,68,129,47,1
LiteralDataset+AF8-69,LITERAL,TEST,416,96,100,145,77,1
LiteralDataset+AF8-69,LITERAL,TEST,352,96,57,98,51,1
LiteralDataset+AF8-7,LITERAL,TEST,224,32,90,111,72,1
LiteralDataset+AF8-7,LITERAL,TEST,224,96,63,81,43,1
LiteralDataset+AF8-7,LITERAL,TEST,160,96,75,81,43,1
LiteralDataset+AF8-7,LITERAL,TEST,96,96,91,99,60,1
LiteralDataset+AF8-7,LITERAL,TEST,32,96,95,105,55,1
LiteralDataset+AF8-7,LITERAL,TEST,32,160,173,176,99,1
LiteralDataset+AF8-7,LITERAL,TEST,96,160,116,133,55,1
LiteralDataset+AF8-7,LITERAL,TEST,160,160,151,153,132,1
LiteralDataset+AF8-7,LITERAL,TEST,224,224,130,108,51,1
LiteralDataset+AF8-7,LITERAL,TEST,160,224,152,152,100,1
LiteralDataset+AF8-7,LITERAL,TEST,224,288,221,167,61,1
LiteralDataset+AF8-7,LITERAL,TEST,32,352,197,204,134,1
LiteralDataset+AF8-7,LITERAL,TEST,32,32,222,228,166,1
LiteralDataset+AF8-7,LITERAL,TEST,32,416,197,191,133,1
LiteralDataset+AF8-7,LITERAL,TEST,224,480,146,149,104,1
LiteralDataset+AF8-7,LITERAL,TEST,32,480,255,255,235,1
LiteralDataset+AF8-7,LITERAL,TEST,96,480,51,50,6,1
LiteralDataset+AF8-7,LITERAL,TEST,160,416,255,255,236,1
LiteralDataset+AF8-7,LITERAL,TEST,224,416,238,239,171,1
LiteralDataset+AF8-7,LITERAL,TEST,288,480,42,57,28,1
LiteralDataset+AF8-7,LITERAL,TEST,416,480,178,177,121,1
LiteralDataset+AF8-7,LITERAL,TEST,480,416,39,57,31,1
LiteralDataset+AF8-7,LITERAL,TEST,416,416,233,221,197,1
LiteralDataset+AF8-7,LITERAL,TEST,352,352,255,255,250,1
LiteralDataset+AF8-7,LITERAL,TEST,352,416,67,75,24,1
LiteralDataset+AF8-7,LITERAL,TEST,288,224,59,33,20,0
LiteralDataset+AF8-7,LITERAL,TEST,288,288,111,113,50,1
LiteralDataset+AF8-7,LITERAL,TEST,288,160,39,47,24,1
LiteralDataset+AF8-7,LITERAL,TEST,352,160,89,54,12,0
LiteralDataset+AF8-7,LITERAL,TEST,480,32,17,12,9,2
LiteralDataset+AF8-7,LITERAL,TEST,480,96,15,15,7,2
LiteralDataset+AF8-7,LITERAL,TEST,352,96,13,12,8,2
LiteralDataset+AF8-7,LITERAL,TEST,288,96,6,6,0,2
LiteralDataset+AF8-7,LITERAL,TEST,480,160,17,9,7,2
LiteralDataset+AF8-7,LITERAL,TEST,480,224,14,6,3,2
LiteralDataset+AF8-7,LITERAL,TEST,352,224,15,11,8,2
LiteralDataset+AF8-7,LITERAL,TEST,352,288,19,16,11,2
LiteralDataset+AF8-7,LITERAL,TEST,416,288,16,10,10,2
LiteralDataset+AF8-7,LITERAL,TEST,480,288,19,10,5,2
LiteralDataset+AF8-7,LITERAL,TEST,288,32,16,11,8,2
LiteralDataset+AF8-7,LITERAL,TEST,352,32,40,32,29,2
LiteralDataset+AF8-7,LITERAL,TEST,416,32,23,10,4,2
LiteralDataset+AF8-7,LITERAL,TEST,96,288,22,12,10,2
LiteralDataset+AF8-70,LITERAL,TEST,32,32,105,96,54,0
LiteralDataset+AF8-70,LITERAL,TEST,224,32,120,169,113,1
LiteralDataset+AF8-70,LITERAL,TEST,160,96,60,92,62,1
LiteralDataset+AF8-70,LITERAL,TEST,32,160,205,201,169,1
LiteralDataset+AF8-70,LITERAL,TEST,224,160,163,200,173,1
LiteralDataset+AF8-70,LITERAL,TEST,32,224,119,170,70,1
LiteralDataset+AF8-70,LITERAL,TEST,96,224,90,143,92,1
LiteralDataset+AF8-70,LITERAL,TEST,160,224,154,178,145,1
LiteralDataset+AF8-70,LITERAL,TEST,224,224,230,244,176,1
LiteralDataset+AF8-70,LITERAL,TEST,224,352,115,165,120,1
LiteralDataset+AF8-70,LITERAL,TEST,224,416,117,160,78,1
LiteralDataset+AF8-70,LITERAL,TEST,32,96,65,64,24,0
LiteralDataset+AF8-70,LITERAL,TEST,160,160,83,68,40,0
LiteralDataset+AF8-70,LITERAL,TEST,224,288,178,210,160,1
LiteralDataset+AF8-70,LITERAL,TEST,160,288,82,125,74,1
LiteralDataset+AF8-70,LITERAL,TEST,96,288,165,198,174,1
LiteralDataset+AF8-70,LITERAL,TEST,32,288,80,116,79,1
LiteralDataset+AF8-70,LITERAL,TEST,32,352,149,179,155,1
LiteralDataset+AF8-70,LITERAL,TEST,96,352,143,192,146,1
LiteralDataset+AF8-70,LITERAL,TEST,32,480,34,66,27,1
LiteralDataset+AF8-70,LITERAL,TEST,160,480,194,224,179,1
LiteralDataset+AF8-70,LITERAL,TEST,416,480,193,218,160,1
LiteralDataset+AF8-70,LITERAL,TEST,352,352,132,159,109,1
LiteralDataset+AF8-70,LITERAL,TEST,416,352,141,191,98,1
LiteralDataset+AF8-70,LITERAL,TEST,288,480,140,184,117,1
LiteralDataset+AF8-70,LITERAL,TEST,352,480,155,189,161,1
LiteralDataset+AF8-70,LITERAL,TEST,352,224,84,134,70,1
LiteralDataset+AF8-70,LITERAL,TEST,288,224,88,111,71,1
LiteralDataset+AF8-70,LITERAL,TEST,352,288,161,180,128,1
LiteralDataset+AF8-70,LITERAL,TEST,416,288,89,139,105,1
LiteralDataset+AF8-70,LITERAL,TEST,480,288,167,192,159,1
LiteralDataset+AF8-70,LITERAL,TEST,352,160,132,157,113,1
LiteralDataset+AF8-70,LITERAL,TEST,416,160,118,161,86,1
LiteralDataset+AF8-70,LITERAL,TEST,480,224,87,143,106,1
LiteralDataset+AF8-70,LITERAL,TEST,416,224,108,154,108,1
LiteralDataset+AF8-70,LITERAL,TEST,352,32,37,59,42,1
LiteralDataset+AF8-70,LITERAL,TEST,416,32,53,76,52,1
LiteralDataset+AF8-70,LITERAL,TEST,416,96,76,121,65,1
LiteralDataset+AF8-70,LITERAL,TEST,352,96,84,119,83,1
LiteralDataset+AF8-70,LITERAL,TEST,288,96,238,244,185,1
LiteralDataset+AF8-71,LITERAL,TEST,224,224,88,127,77,1
LiteralDataset+AF8-71,LITERAL,TEST,288,288,57,80,64,1
LiteralDataset+AF8-71,LITERAL,TEST,416,416,134,179,159,1
LiteralDataset+AF8-71,LITERAL,TEST,480,416,27,53,28,1
LiteralDataset+AF8-71,LITERAL,TEST,352,416,103,150,114,1
LiteralDataset+AF8-71,LITERAL,TEST,288,480,170,204,171,1
LiteralDataset+AF8-71,LITERAL,TEST,352,480,144,153,126,1
LiteralDataset+AF8-71,LITERAL,TEST,416,480,86,131,98,1
LiteralDataset+AF8-71,LITERAL,TEST,480,480,67,98,75,1
LiteralDataset+AF8-71,LITERAL,TEST,480,352,60,107,79,1
LiteralDataset+AF8-71,LITERAL,TEST,416,352,153,197,184,1
LiteralDataset+AF8-71,LITERAL,TEST,352,352,165,206,192,1
LiteralDataset+AF8-71,LITERAL,TEST,352,288,31,69,47,1
LiteralDataset+AF8-71,LITERAL,TEST,416,288,29,57,35,1
LiteralDataset+AF8-71,LITERAL,TEST,480,288,67,102,80,1
LiteralDataset+AF8-71,LITERAL,TEST,224,480,103,152,128,1
LiteralDataset+AF8-71,LITERAL,TEST,160,480,29,62,47,1
LiteralDataset+AF8-71,LITERAL,TEST,96,480,134,178,153,1
LiteralDataset+AF8-71,LITERAL,TEST,288,416,51,73,56,1
LiteralDataset+AF8-71,LITERAL,TEST,288,224,156,190,179,1
LiteralDataset+AF8-71,LITERAL,TEST,352,224,70,119,90,1
LiteralDataset+AF8-71,LITERAL,TEST,480,224,174,205,177,1
LiteralDataset+AF8-71,LITERAL,TEST,416,224,153,187,177,1
LiteralDataset+AF8-71,LITERAL,TEST,480,160,120,159,138,1
LiteralDataset+AF8-71,LITERAL,TEST,288,160,96,127,111,1
LiteralDataset+AF8-71,LITERAL,TEST,160,352,117,129,121,1
LiteralDataset+AF8-71,LITERAL,TEST,32,288,89,142,119,1
LiteralDataset+AF8-71,LITERAL,TEST,96,160,76,100,87,1
LiteralDataset+AF8-71,LITERAL,TEST,32,160,52,85,78,1
LiteralDataset+AF8-71,LITERAL,TEST,480,96,72,107,85,1
LiteralDataset+AF8-71,LITERAL,TEST,416,96,129,163,149,1
LiteralDataset+AF8-71,LITERAL,TEST,352,96,87,117,99,1
LiteralDataset+AF8-71,LITERAL,TEST,160,96,54,82,67,1
LiteralDataset+AF8-71,LITERAL,TEST,96,96,124,156,155,1
LiteralDataset+AF8-71,LITERAL,TEST,32,96,81,119,111,1
LiteralDataset+AF8-71,LITERAL,TEST,288,32,62,94,77,1
LiteralDataset+AF8-71,LITERAL,TEST,416,32,68,111,92,1
LiteralDataset+AF8-71,LITERAL,TEST,480,32,60,84,64,1
LiteralDataset+AF8-71,LITERAL,TEST,224,352,76,54,57,2
LiteralDataset+AF8-71,LITERAL,TEST,160,224,65,89,70,1
LiteralDataset+AF8-71,LITERAL,TEST,32,480,49,52,45,2
LiteralDataset+AF8-71,LITERAL,TEST,96,416,61,57,58,2
LiteralDataset+AF8-71,LITERAL,TEST,96,352,25,19,21,2
LiteralDataset+AF8-71,LITERAL,TEST,32,352,48,43,47,2
LiteralDataset+AF8-71,LITERAL,TEST,160,288,79,74,76,2
LiteralDataset+AF8-71,LITERAL,TEST,96,288,37,38,33,2
LiteralDataset+AF8-71,LITERAL,TEST,224,288,88,88,80,2
LiteralDataset+AF8-71,LITERAL,TEST,32,32,25,30,28,2
LiteralDataset+AF8-71,LITERAL,TEST,96,32,53,38,38,2
LiteralDataset+AF8-71,LITERAL,TEST,160,32,37,51,41,2
LiteralDataset+AF8-71,LITERAL,TEST,288,96,37,40,35,2
LiteralDataset+AF8-71,LITERAL,TEST,352,32,58,62,50,2
LiteralDataset+AF8-71,LITERAL,TEST,224,32,57,80,64,1
LiteralDataset+AF8-71,LITERAL,TEST,224,96,44,63,44,1
LiteralDataset+AF8-71,LITERAL,TEST,352,160,93,107,92,1
LiteralDataset+AF8-71,LITERAL,TEST,224,160,56,57,52,2
LiteralDataset+AF8-71,LITERAL,TEST,160,160,42,46,41,2
LiteralDataset+AF8-71,LITERAL,TEST,96,224,65,79,70,2
LiteralDataset+AF8-71,LITERAL,TEST,288,352,56,88,71,1
LiteralDataset+AF8-71,LITERAL,TEST,224,416,73,72,52,2
LiteralDataset+AF8-71,LITERAL,TEST,160,416,107,103,98,2
LiteralDataset+AF8-71,LITERAL,TEST,32,416,36,45,40,2
LiteralDataset+AF8-72,LITERAL,TEST,224,96,56,90,41,1
LiteralDataset+AF8-72,LITERAL,TEST,160,96,212,250,132,1
LiteralDataset+AF8-72,LITERAL,TEST,160,160,99,155,56,1
LiteralDataset+AF8-72,LITERAL,TEST,224,160,211,248,185,1
LiteralDataset+AF8-72,LITERAL,TEST,160,32,30,41,11,2
LiteralDataset+AF8-72,LITERAL,TEST,96,32,143,172,119,1
LiteralDataset+AF8-72,LITERAL,TEST,32,96,149,181,94,1
LiteralDataset+AF8-72,LITERAL,TEST,32,160,157,194,131,1
LiteralDataset+AF8-72,LITERAL,TEST,96,160,224,250,211,1
LiteralDataset+AF8-72,LITERAL,TEST,32,288,49,59,20,2
LiteralDataset+AF8-72,LITERAL,TEST,32,32,41,51,26,2
LiteralDataset+AF8-72,LITERAL,TEST,32,224,93,124,50,1
LiteralDataset+AF8-72,LITERAL,TEST,160,224,232,255,214,1
LiteralDataset+AF8-72,LITERAL,TEST,224,224,125,164,91,1
LiteralDataset+AF8-72,LITERAL,TEST,224,288,43,77,32,1
LiteralDataset+AF8-72,LITERAL,TEST,96,288,57,78,14,1
LiteralDataset+AF8-72,LITERAL,TEST,96,352,198,190,154,1
LiteralDataset+AF8-72,LITERAL,TEST,96,224,36,68,12,1
LiteralDataset+AF8-72,LITERAL,TEST,160,352,41,55,17,2
LiteralDataset+AF8-72,LITERAL,TEST,224,352,39,45,10,2
LiteralDataset+AF8-72,LITERAL,TEST,160,288,29,38,11,2
LiteralDataset+AF8-72,LITERAL,TEST,96,416,143,181,108,1
LiteralDataset+AF8-72,LITERAL,TEST,32,416,81,134,51,1
LiteralDataset+AF8-72,LITERAL,TEST,224,416,43,55,17,2
LiteralDataset+AF8-72,LITERAL,TEST,224,480,35,41,16,2
LiteralDataset+AF8-72,LITERAL,TEST,480,416,74,117,29,1
LiteralDataset+AF8-72,LITERAL,TEST,352,160,199,237,118,1
LiteralDataset+AF8-72,LITERAL,TEST,416,160,79,125,47,1
LiteralDataset+AF8-72,LITERAL,TEST,288,224,17,47,6,1
LiteralDataset+AF8-72,LITERAL,TEST,160,416,137,172,115,1
LiteralDataset+AF8-72,LITERAL,TEST,160,480,53,68,13,1
LiteralDataset+AF8-72,LITERAL,TEST,96,480,39,70,3,1
LiteralDataset+AF8-72,LITERAL,TEST,32,480,52,95,32,1
LiteralDataset+AF8-72,LITERAL,TEST,288,352,38,47,13,2
LiteralDataset+AF8-72,LITERAL,TEST,288,480,49,56,11,2
LiteralDataset+AF8-72,LITERAL,TEST,416,352,55,65,27,2
LiteralDataset+AF8-72,LITERAL,TEST,352,352,131,165,100,1
LiteralDataset+AF8-72,LITERAL,TEST,480,352,118,151,61,1
LiteralDataset+AF8-72,LITERAL,TEST,288,416,95,134,71,1
LiteralDataset+AF8-72,LITERAL,TEST,352,416,88,115,48,1
LiteralDataset+AF8-72,LITERAL,TEST,416,416,114,148,88,1
LiteralDataset+AF8-72,LITERAL,TEST,352,480,35,66,18,1
LiteralDataset+AF8-72,LITERAL,TEST,480,160,59,112,52,1
LiteralDataset+AF8-72,LITERAL,TEST,416,224,111,153,72,1
LiteralDataset+AF8-72,LITERAL,TEST,480,224,66,89,10,1
LiteralDataset+AF8-72,LITERAL,TEST,480,288,52,96,17,1
LiteralDataset+AF8-72,LITERAL,TEST,288,288,82,125,49,1
LiteralDataset+AF8-72,LITERAL,TEST,352,224,28,38,5,2
LiteralDataset+AF8-72,LITERAL,TEST,352,288,41,51,19,2
LiteralDataset+AF8-72,LITERAL,TEST,352,32,192,237,63,1
LiteralDataset+AF8-72,LITERAL,TEST,480,32,150,185,59,1
LiteralDataset+AF8-72,LITERAL,TEST,352,96,178,221,69,1
LiteralDataset+AF8-72,LITERAL,TEST,288,96,140,171,102,1
LiteralDataset+AF8-72,LITERAL,TEST,416,32,35,51,16,2
LiteralDataset+AF8-72,LITERAL,TEST,416,96,53,94,33,1
LiteralDataset+AF8-73,LITERAL,TEST,32,96,145,161,105,1
LiteralDataset+AF8-73,LITERAL,TEST,32,160,136,156,106,1
LiteralDataset+AF8-73,LITERAL,TEST,160,160,74,85,55,2
LiteralDataset+AF8-73,LITERAL,TEST,96,32,114,127,77,1
LiteralDataset+AF8-73,LITERAL,TEST,160,32,60,91,37,1
LiteralDataset+AF8-73,LITERAL,TEST,224,32,93,139,66,1
LiteralDataset+AF8-73,LITERAL,TEST,160,96,44,72,18,1
LiteralDataset+AF8-73,LITERAL,TEST,224,224,85,106,50,2
LiteralDataset+AF8-73,LITERAL,TEST,32,416,67,113,50,1
LiteralDataset+AF8-73,LITERAL,TEST,96,416,172,209,140,1
LiteralDataset+AF8-73,LITERAL,TEST,160,416,211,236,204,1
LiteralDataset+AF8-73,LITERAL,TEST,352,352,106,160,71,1
LiteralDataset+AF8-73,LITERAL,TEST,416,352,94,138,82,1
LiteralDataset+AF8-73,LITERAL,TEST,480,416,90,116,86,1
LiteralDataset+AF8-73,LITERAL,TEST,416,416,132,179,88,1
LiteralDataset+AF8-73,LITERAL,TEST,352,416,249,255,201,1
